"pval"	"apval"	"SBS1"	"SBS40"	"SBS31"
"SAMPLE409"	0.0348992160248148	1	31.8065119676373	687.77857560388	56.4149124284829
"SAMPLE794"	0.0380285102319383	1	31.2474765631	689.338567994294	55.4139554426059
"SAMPLE953"	0.051533921297225	1	28.3449497949053	747.655050205095	0
"SAMPLE53"	0.0540120594945536	1	29.4934147521812	746.506585247819	0
"SAMPLE182"	0.0651773117073225	1	29.9539249785177	746.046075021482	0
"SAMPLE395"	0.0655656342548934	1	29.2269000655616	746.773099934438	0
"SAMPLE737"	0.0673997444450568	1	33.209350058505	742.790649941495	0
"SAMPLE459"	0.0763075000147091	1	32.5352580893776	743.464741910622	0
"SAMPLE731"	0.0771116025403193	1	32.0748103014773	743.925189698523	0
"SAMPLE800"	0.0805781366753789	1	30.2055492882633	745.794450711737	0
"SAMPLE884"	0.0845679386821429	1	29.2154953696498	746.78450463035	0
"SAMPLE784"	0.0886481221690025	1	30.8742758031888	745.125724196811	0
"SAMPLE844"	0.100509568603511	1	27.4412025861876	748.558797413812	0
"SAMPLE30"	0.105199134927108	1	29.9000031625541	746.099996837446	0
"SAMPLE902"	0.112841068548374	1	33.4654155271733	742.534584472827	0
"SAMPLE122"	0.112927609686198	1	31.2181741313956	744.781825868604	0
"SAMPLE134"	0.11683604036442	1	32.6472498559899	743.35275014401	0
"SAMPLE181"	0.119582481455612	1	37.1013421211779	738.898657878822	0
"SAMPLE639"	0.122292373165227	1	38.7135536451918	737.286446354808	0
"SAMPLE837"	0.128653803947242	1	32.3467602414453	743.653239758555	0
"SAMPLE928"	0.140234634460177	1	32.2654220383624	743.734577961638	0
"SAMPLE188"	0.141501904891587	1	41.3339376608259	734.666062339174	0
"SAMPLE735"	0.14308984626397	1	31.5099561048162	744.490043895184	0
"SAMPLE927"	0.145421195803045	1	34.9368797744249	741.063120225575	0
"SAMPLE750"	0.147491142506721	1	30.9243977986559	745.075602201344	0
"SAMPLE622"	0.151126709870466	1	30.4511112522252	745.548888747775	0
"SAMPLE219"	0.162050681183462	1	34.5066265437611	741.493373456239	0
"SAMPLE29"	0.165060899803512	1	31.2328938107148	744.767106189285	0
"SAMPLE138"	0.169681683429292	1	31.7058273311266	744.294172668873	0
"SAMPLE143"	0.171745631667625	1	30.2606224952783	745.739377504722	0
"SAMPLE335"	0.173243450543064	1	29.4307509977336	746.569249002266	0
"SAMPLE918"	0.174080006395182	1	33.7047951579409	742.295204842059	0
"SAMPLE186"	0.175504556369606	1	29.5794992466656	746.420500753334	0
"SAMPLE368"	0.177406095673533	1	31.3515772426902	744.64842275731	0
"SAMPLE228"	0.186061168301087	1	32.5704883412641	743.429511658736	0
"SAMPLE579"	0.186819438954145	1	33.8341988361613	742.165801163839	0
"SAMPLE383"	0.188463677419438	1	24.2327832454147	751.767216754585	0
"SAMPLE919"	0.20889112471119	1	28.8044731344008	747.195526865599	0
"SAMPLE175"	0.215540289149195	1	28.4157019122685	747.584298087731	0
"SAMPLE587"	0.215911809589711	1	29.3663157767544	746.633684223246	0
"SAMPLE437"	0.23104257313541	1	28.7795855636934	747.220414436307	0
"SAMPLE853"	0.232441047068971	1	31.380676417949	744.619323582051	0
"SAMPLE267"	0.237602342664006	1	32.7034633672609	743.296536632739	0
"SAMPLE679"	0.238966594268511	1	35.5407726756738	740.459227324326	0
"SAMPLE248"	0.24297971983233	1	36.1719779314771	739.828022068523	0
"SAMPLE937"	0.24874968582295	1	30.1798777310277	745.820122268972	0
"SAMPLE328"	0.249269971064248	1	32.577073266712	743.422926733288	0
"SAMPLE387"	0.249730453448442	1	24.7362284944733	751.263771505527	0
"SAMPLE280"	0.25233282156368	1	34.1582601949439	741.841739805056	0
"SAMPLE855"	0.253758586728892	1	33.0704950587796	742.92950494122	0
"SAMPLE708"	0.254259543606665	1	28.2573543331021	747.742645666898	0
"SAMPLE291"	0.254569994702163	1	33.342385190484	742.657614809516	0
"SAMPLE19"	0.259395712799484	1	35.6758400192668	740.324159980733	0
"SAMPLE222"	0.260946540406647	1	33.9169629065727	742.083037093427	0
"SAMPLE394"	0.261282050719221	1	37.6877630871425	738.312236912857	0
"SAMPLE740"	0.264722402536173	1	33.3232516270705	742.676748372929	0
"SAMPLE346"	0.265630738256969	1	32.4028713742639	743.597128625736	0
"SAMPLE364"	0.265929052288078	1	30.8957577756698	745.10424222433	0
