"pval"	"apval"	"SBS5"	"SBS40"	"SBS45"	"SBS31"
"SAMPLE214"	0.0273759058535333	1	220.56840667794	160.645501727505	84.7941437495051	45.9919478450497
"SAMPLE605"	0.0466599348708632	1	198.274319607493	196.640605648234	81.1810878377564	35.9039869065166
"SAMPLE191"	0.0504314041117528	1	260.599757265174	161.748770985569	89.651471749257	0
"SAMPLE802"	0.051974591541802	1	231.070709920976	195.427160268549	85.5021298104749	0
"SAMPLE639"	0.0563825184829966	1	284.770838224336	141.653689950954	85.5754718247102	0
"SAMPLE233"	0.0564082228351183	1	250.227561972527	165.468942297165	96.303495730308	0
"SAMPLE486"	0.0736700902978197	1	257.624340198759	155.472628287524	98.9030315137166	0
"SAMPLE801"	0.0767452480488609	1	211.279387316558	222.188953725555	78.5316589578871	0
"SAMPLE741"	0.0916853498995335	1	177.976350634649	242.608312660058	91.4153367052924	0
"SAMPLE358"	0.0933271234490806	1	235.276748631171	182.389398033967	94.333853334862	0
"SAMPLE902"	0.0990539231183513	1	211.839233709447	220.675912586171	79.4848537043822	0
"SAMPLE677"	0.100162510733431	1	279.244679261425	154.268336658849	78.4869840797261	0
"SAMPLE285"	0.100338826367305	1	411.04081064579	0	100.95918935421	0
"SAMPLE57"	0.101686472901424	1	297.931205066706	108.29696955981	105.771825373484	0
"SAMPLE808"	0.112559276614745	1	189.51713751704	244.882806695262	77.6000557876987	0
"SAMPLE849"	0.117471364374104	1	242.079124266401	192.453462938816	77.4674127947829	0
"SAMPLE755"	0.125349922836891	1	180.46071194314	241.080631052816	90.4586570040439	0
"SAMPLE292"	0.126983292685894	1	233.896750523222	180.763548637708	97.3397008390703	0
"SAMPLE810"	0.127279088550619	1	226.780291550035	194.351906360118	90.8678020898463	0
"SAMPLE11"	0.131020226802294	1	214.948359305847	194.689560339354	102.362080354799	0
"SAMPLE131"	0.135332929442701	1	258.360605683881	169.607002163737	84.0323921523818	0
"SAMPLE35"	0.138544158386928	1	249.044316782406	163.368701893627	99.5869813239674	0
"SAMPLE815"	0.14807690741767	1	234.473137577439	179.902495392032	97.6243670305288	0
"SAMPLE119"	0.149398248641282	1	267.462427608397	161.857304689604	82.6802677019998	0
"SAMPLE717"	0.150802699937974	1	265.233157217514	150.838941552292	95.9279012301941	0
"SAMPLE719"	0.15581954234433	1	225.541309869216	197.127629433545	89.3310606972385	0
"SAMPLE219"	0.165962928272861	1	409.774083230966	0	102.225916769034	0
"SAMPLE212"	0.167522242715589	1	242.523867394893	175.532130582874	93.9440020222333	0
"SAMPLE65"	0.172545142788655	1	224.066380354682	214.1922409379	73.7413787074177	0
"SAMPLE288"	0.172608051089612	1	285.924381358789	124.960147676336	101.115470964875	0
"SAMPLE74"	0.176350428558034	1	240.904187541714	185.645569190683	85.450243267603	0
"SAMPLE843"	0.178004528100533	1	264.78722935746	155.775440254689	91.4373303878503	0
"SAMPLE765"	0.18034425324671	1	249.926584170513	171.406142106671	90.6672737228158	0
"SAMPLE172"	0.182962467216172	1	284.286906744931	132.772230284538	94.9408629705315	0
"SAMPLE347"	0.186182220860484	1	272.355636200241	157.745465672545	81.8988981272141	0
"SAMPLE409"	0.190778071501793	1	249.305387885853	176.583829350075	86.1107827640721	0
"SAMPLE529"	0.192956923149221	1	239.552922943784	176.705228253951	95.7418488022646	0
"SAMPLE463"	0.195070361733694	1	312.341042907891	98.7164112413486	100.94254585076	0
"SAMPLE641"	0.196327592851344	1	215.612323250944	203.881875699138	92.5058010499175	0
"SAMPLE109"	0.199202705300686	1	226.153236450974	208.363377816057	77.4833857329689	0
"SAMPLE266"	0.210334767885096	1	245.832380351174	174.46639704262	91.7012226062063	0
"SAMPLE310"	0.218693934676544	1	288.04432746222	150.454790751318	73.5008817864628	0
"SAMPLE982"	0.219592313983666	1	234.079175942868	187.207055776927	90.7137682802049	0
"SAMPLE552"	0.222661037714104	1	274.508438079638	160.078438321899	77.4131235984624	0
"SAMPLE549"	0.223137028762547	1	270.343670976569	166.011483228869	75.6448457945617	0
"SAMPLE995"	0.223447981020652	1	292.490503015935	151.505928786149	68.003568197916	0
"SAMPLE823"	0.224265473336702	1	287.509550215332	125.770553781688	98.7198960029797	0
"SAMPLE14"	0.225684206223296	1	268.701408864182	154.359020856727	88.9395702790915	0
"SAMPLE322"	0.227505912653991	1	267.175962828438	158.333753236473	86.4902839350883	0
"SAMPLE514"	0.228846665889906	1	297.049930768262	129.65228211939	85.2977871123482	0
"SAMPLE389"	0.230478524476019	1	260.562410979587	174.636878375436	76.8007106449771	0
"SAMPLE858"	0.230756065484052	1	185.781544053788	244.165013505423	82.0534424407888	0
"SAMPLE561"	0.23642479432051	1	165.244690529672	275.671088739935	71.0842207303925	0
"SAMPLE268"	0.237500682661117	1	225.687236146885	179.022578404388	107.290185448727	0
"SAMPLE652"	0.238568661247036	1	243.380217931016	174.355645050508	94.2641370184759	0
"SAMPLE293"	0.239776205596848	1	268.928264397126	161.545538962718	81.526196640156	0
"SAMPLE26"	0.240350768471999	1	284.277176819756	135.076707063054	92.6461161171893	0
"SAMPLE382"	0.243133518058358	1	274.468799082632	155.284620800241	82.246580117128	0
"SAMPLE832"	0.248381895681543	1	222.979203167438	193.049616178687	95.9711806538749	0
"SAMPLE388"	0.249675714907841	1	264.957773292312	171.692412873082	75.3498138346051	0
"SAMPLE975"	0.251631833674771	1	286.220765830088	121.195648554874	104.583585615037	0
"SAMPLE940"	0.253014817523808	1	219.595656401075	193.918486738045	98.4858568608793	0
"SAMPLE12"	0.254364475752654	1	196.690991083033	232.052591341262	83.2564175757046	0
