"pval"	"apval"	"SBS2"	"SBS40"	"SBS31"
"SAMPLE_SBS31_390_47"	3.79645491116649e-128	3.03716392893319e-124	0	0	398
"SAMPLE_SBS31_345_28"	2.9687635476768e-124	2.37501083814144e-120	0	0	398
"SAMPLE_SBS31_370_99"	2.24247328757758e-119	1.79397863006206e-115	0	0	398
"SAMPLE_SBS31_380_36"	1.43650637930579e-118	1.14920510344463e-114	0	0	398
"SAMPLE_SBS31_380_82"	2.0791199270677e-116	1.66329594165416e-112	0	0	398
"SAMPLE_SBS31_385_17"	2.92182223619026e-115	2.33745778895221e-111	0	0	398
"SAMPLE_SBS31_390_53"	1.0711719477152e-114	8.56937558172164e-111	0	0	398
"SAMPLE_SBS31_380_16"	4.9772211202413e-114	3.98177689619304e-110	0	0	398
"SAMPLE_SBS31_395_40"	4.16458358219896e-113	3.33166686575917e-109	0	0	398
"SAMPLE_SBS31_395_96"	3.18569802752766e-112	2.54855842202213e-108	0	0	398
"SAMPLE_SBS31_350_91"	6.58578564022034e-112	5.26862851217627e-108	0	0	398
"SAMPLE_SBS31_395_9"	9.48921023814365e-112	7.59136819051492e-108	0	5.21026163823326e-28	398
"SAMPLE_SBS31_365_74"	8.40538954236639e-111	6.72431163389311e-107	0	0	398
"SAMPLE_SBS31_385_96"	2.7515947120374e-110	2.20127576962992e-106	0	0	398
"SAMPLE_SBS31_365_80"	5.31372815279011e-110	4.25098252223209e-106	0	0	398
"SAMPLE_SBS31_370_11"	1.13671908130472e-108	9.09375265043773e-105	0	0	398
"SAMPLE_SBS31_385_18"	1.58620770560522e-108	1.26896616448418e-104	0	0	398
"SAMPLE_SBS31_375_23"	2.63502740421652e-107	2.10802192337321e-103	0	0	398
"SAMPLE_SBS31_355_19"	9.01961461861931e-107	7.21569169489545e-103	0	42.7412242654931	355.258775734507
"SAMPLE_SBS31_380_10"	1.13271201796151e-106	9.06169614369207e-103	0	0	398
"SAMPLE_SBS31_390_45"	2.39812058816855e-106	1.91849647053484e-102	0	0	398
"SAMPLE_SBS31_370_32"	1.28130968029098e-105	1.02504774423279e-101	1.30892554645484e-42	1.02949200282965e-43	398
"SAMPLE_SBS31_370_98"	1.50368236068122e-105	1.20294588854498e-101	0	0	398
"SAMPLE_SBS31_390_88"	2.01225554565142e-105	1.60980443652114e-101	0	0	398
"SAMPLE_SBS31_360_80"	2.38712482801067e-105	1.90969986240853e-101	0	0	398
"SAMPLE_SBS31_365_15"	7.76609858935697e-105	6.21287887148558e-101	0	40.6909699476774	357.309030052323
"SAMPLE_SBS31_375_1"	2.08757628589963e-104	1.6700610287197e-100	0	0	398
"SAMPLE_SBS31_395_13"	3.14682574926158e-104	2.51746059940926e-100	0	0	398
"SAMPLE_SBS31_295_64"	3.29588864637482e-104	2.63671091709985e-100	14.3845028039376	104.860753241376	278.754743954687
"SAMPLE_SBS31_395_56"	3.76227458264055e-104	3.00981966611244e-100	0	0	398
"SAMPLE_SBS31_355_15"	4.19120856711129e-104	3.35296685368903e-100	0	0	398
"SAMPLE_SBS31_395_85"	4.96314506908326e-104	3.97051605526661e-100	0	0	398
"SAMPLE_SBS31_390_93"	7.09634984280918e-104	5.67707987424734e-100	0	0	398
"SAMPLE_SBS31_385_23"	1.04420122672259e-103	8.35360981378071e-100	0	0	398
"SAMPLE_SBS31_380_3"	2.39866569247286e-103	1.91893255397829e-99	0	0	398
"SAMPLE_SBS31_390_85"	2.58011753498343e-103	2.06409402798675e-99	0	0	398
"SAMPLE_SBS31_355_75"	4.26565755282069e-103	3.41252604225655e-99	0	0	398
"SAMPLE_SBS31_395_49"	5.83543657909561e-103	4.66834926327649e-99	0	0	398
"SAMPLE_SBS31_385_53"	1.227549809947e-102	9.82039847957603e-99	0	0	398
"SAMPLE_SBS31_380_23"	1.63373820765017e-102	1.30699056612014e-98	0	62.1710834554273	335.828916544573
"SAMPLE_SBS31_335_31"	2.77086440776449e-102	2.2166915262116e-98	0	0	398
"SAMPLE_SBS31_395_60"	2.97797691236336e-102	2.38238152989069e-98	0	0	398
"SAMPLE_SBS31_395_48"	3.86124602490396e-102	3.08899681992317e-98	0	0	398
"SAMPLE_SBS31_395_24"	4.31453532875076e-102	3.45162826300061e-98	0	0	398
"SAMPLE_SBS31_395_37"	9.83218956554123e-102	7.86575165243298e-98	0	0	398
"SAMPLE_SBS31_380_46"	1.1215094475464e-101	8.97207558037119e-98	0	0	398
"SAMPLE_SBS31_350_28"	1.16033230980219e-101	9.28265847841749e-98	0	0	398
"SAMPLE_SBS31_390_61"	3.13644332613125e-101	2.509154660905e-97	0	0	398
"SAMPLE_SBS31_385_51"	7.385562569903e-101	5.9084500559224e-97	0	0	398
"SAMPLE_SBS31_370_39"	8.70821581224596e-101	6.96657264979677e-97	0	0	398
"SAMPLE_SBS31_360_96"	9.27390303523768e-101	7.41912242819014e-97	0	0	398
"SAMPLE_SBS31_375_81"	9.80701615428717e-101	7.84561292342974e-97	0	0	398
"SAMPLE_SBS31_390_79"	1.84973818863251e-100	1.479790550906e-96	0	0	398
"SAMPLE_SBS31_390_98"	3.50422692276474e-100	2.80338153821179e-96	0	0	398
"SAMPLE_SBS31_375_17"	1.63105162241923e-99	1.30484129793538e-95	0	0	398
"SAMPLE_SBS31_370_33"	1.63489972868004e-99	1.30791978294403e-95	0	0	398
"SAMPLE_SBS31_385_27"	1.89136748549943e-99	1.51309398839954e-95	0	0	398
"SAMPLE_SBS31_350_65"	2.04305062746318e-99	1.63444050197054e-95	0	38.899853167889	359.100146832111
"SAMPLE_SBS31_390_38"	3.13876816356255e-99	2.51101453085004e-95	0	0	398
"SAMPLE_SBS31_385_43"	5.11084350325871e-99	4.08867480260697e-95	0	0	398
"SAMPLE_SBS31_395_35"	5.53863810703212e-99	4.4309104856257e-95	0	0	398
"SAMPLE_SBS31_370_89"	8.87982350121606e-99	7.10385880097285e-95	0	0	398
"SAMPLE_SBS31_380_1"	9.97678282504013e-99	7.9814262600321e-95	0	0	398
"SAMPLE_SBS31_335_12"	1.10841179883746e-98	8.86729439069971e-95	0	49.0233451948271	348.976654805173
"SAMPLE_SBS31_390_3"	1.99947978124921e-98	1.59958382499937e-94	5.22138011188058e-44	1.3637673489546e-45	398
"SAMPLE_SBS31_370_37"	2.26049399834565e-98	1.80839519867652e-94	0	0	398
"SAMPLE_SBS31_385_45"	2.28910276082121e-98	1.83128220865697e-94	0	2.36770029372255e-29	398
"SAMPLE_SBS31_365_97"	2.47905166287746e-98	1.98324133030197e-94	0	40.6430553287905	357.356944671209
"SAMPLE_SBS31_395_81"	5.23006582225532e-98	4.18405265780426e-94	8.845714720212e-30	5.02431241097578e-27	398
"SAMPLE_SBS31_360_53"	5.91545326990953e-98	4.73236261592762e-94	0	0	398
"SAMPLE_SBS31_385_82"	1.53590597112024e-97	1.22872477689619e-93	0	0	398
"SAMPLE_SBS31_390_17"	2.06537271677883e-97	1.65229817342307e-93	0	0	398
"SAMPLE_SBS31_340_51"	2.29207578171153e-97	1.83366062536923e-93	0	39.4427884672602	358.55721153274
"SAMPLE_SBS31_360_55"	2.57695535743973e-97	2.06156428595178e-93	0	32.7710041913338	365.228995808666
"SAMPLE_SBS31_340_44"	3.95022614281407e-97	3.16018091425126e-93	0	46.1458673853579	351.854132614642
"SAMPLE_SBS31_390_91"	4.44831268115546e-97	3.55865014492436e-93	0.159182731496096	1.3275211223178e-25	397.840817268504
"SAMPLE_SBS31_285_60"	5.91910871720238e-97	4.73528697376191e-93	0	114.362700109234	283.637299890766
"SAMPLE_SBS31_265_83"	6.03298191530765e-97	4.82638553224612e-93	13.2573763686847	72.2138588822621	312.528764749053
"SAMPLE_SBS31_370_6"	1.2617597133599e-96	1.00940777068792e-92	2.36131485277598e-41	46.036594741822	351.963405258178
"SAMPLE_SBS31_330_88"	3.30294969299966e-96	2.64235975439973e-92	10.8857195012055	58.4210510557386	328.693229443056
"SAMPLE_SBS31_380_41"	3.83105146834445e-96	3.06484117467556e-92	0	0	398
"SAMPLE_SBS31_390_64"	4.76779456581784e-96	3.81423565265427e-92	13.2117991737249	0	384.788200826275
"SAMPLE_SBS31_335_37"	5.01885980542379e-96	4.01508784433903e-92	0	51.6694478806602	346.33055211934
"SAMPLE_SBS31_355_8"	5.3908521285626e-96	4.31268170285008e-92	0	51.3736466952712	346.626353304729
"SAMPLE_SBS31_375_61"	6.45572807815377e-96	5.16458246252301e-92	0	0	398
"SAMPLE_SBS31_380_77"	1.62065117143402e-95	1.29652093714721e-91	0	0	398
"SAMPLE_SBS31_335_38"	2.00589102085244e-95	1.60471281668195e-91	0	38.0979057778523	359.902094222148
"SAMPLE_SBS31_385_3"	2.46057427532032e-95	1.96845942025626e-91	0	0	398
"SAMPLE_SBS31_350_76"	3.52850853496992e-95	2.82280682797593e-91	0	0	398
"SAMPLE_SBS31_375_21"	5.15275351721285e-95	4.12220281377028e-91	0	0	398
"SAMPLE_SBS31_325_56"	6.27662350148985e-95	5.02129880119188e-91	0	57.6219223133207	340.378077686679
"SAMPLE_SBS31_370_2"	1.96837947513109e-94	1.57470358010487e-90	0	0	398
"SAMPLE_SBS31_290_6"	2.64438448111504e-94	2.11550758489203e-90	0	94.4375191827428	303.562480817257
"SAMPLE_SBS31_385_39"	2.9041837556107e-94	2.32334700448856e-90	0	0	398
"SAMPLE_SBS31_340_40"	3.34799246389922e-94	2.67839397111938e-90	0	46.7756395761237	351.224360423876
"SAMPLE_SBS31_335_46"	3.78815138534646e-94	3.03052110827717e-90	0	0	398
"SAMPLE_SBS31_395_1"	8.94262793971353e-94	7.15410235177082e-90	0	31.680629226897	366.319370773103
"SAMPLE_SBS31_350_45"	1.27596966639516e-93	1.02077573311613e-89	11.4254922646415	38.9695734830343	347.604934252324
"SAMPLE_SBS31_385_95"	3.26177040578576e-93	2.60941632462861e-89	0	0	398
"SAMPLE_SBS31_395_39"	3.49419528892309e-93	2.79535623113847e-89	0	0	398
"SAMPLE_SBS31_380_69"	5.34192866304951e-93	4.27354293043961e-89	0	0	398
"SAMPLE_SBS31_395_10"	5.53624114395955e-93	4.42899291516764e-89	0	0	398
"SAMPLE_SBS31_395_8"	5.60176122391981e-93	4.48140897913584e-89	0	0	398
"SAMPLE_SBS31_385_60"	7.51035426373483e-93	6.00828341098786e-89	0	0	398
"SAMPLE_SBS31_320_82"	8.79804817431868e-93	7.03843853945494e-89	0	79.7376452604486	318.262354739551
"SAMPLE_SBS31_375_64"	1.14802220097017e-92	9.18417760776137e-89	0	0	398
"SAMPLE_SBS31_395_34"	1.23937607833655e-92	9.91500862669241e-89	0	0	398
"SAMPLE_SBS31_335_83"	1.85062794924397e-92	1.48050235939518e-88	6.91000954956105e-23	76.760966244834	321.239033755166
"SAMPLE_SBS31_395_2"	2.02125008442923e-92	1.61700006754338e-88	0	0	398
"SAMPLE_SBS31_335_10"	2.48664387896531e-92	1.98931510317225e-88	0	36.3294995635896	361.67050043641
"SAMPLE_SBS31_395_29"	2.88823156105855e-92	2.31058524884684e-88	0	0	398
"SAMPLE_SBS31_360_3"	3.77819429828435e-92	3.02255543862748e-88	0	0	398
"SAMPLE_SBS31_385_80"	3.86371080785263e-92	3.0909686462821e-88	0	0	398
"SAMPLE_SBS31_390_13"	3.88723815969463e-92	3.10979052775571e-88	0	0	398
"SAMPLE_SBS31_375_31"	7.12947471233821e-92	5.70357976987057e-88	0	0	398
"SAMPLE_SBS31_350_54"	8.80439527069434e-92	7.04351621655547e-88	0	50.9928335368334	347.007166463167
"SAMPLE_SBS31_320_60"	1.02458747645605e-91	8.19669981164843e-88	0	0	398
"SAMPLE_SBS31_390_26"	1.08040881264966e-91	8.64327050119726e-88	0	0	398
"SAMPLE_SBS31_380_81"	1.83101968578433e-91	1.46481574862747e-87	0	0	398
"SAMPLE_SBS31_365_57"	2.61923411424328e-91	2.09538729139462e-87	0	0	398
"SAMPLE_SBS31_370_69"	3.10252438360684e-91	2.48201950688548e-87	0	0	398
"SAMPLE_SBS31_395_78"	3.13108239616812e-91	2.5048659169345e-87	0	0	398
"SAMPLE_SBS31_380_57"	3.37228598375338e-91	2.6978287870027e-87	0	0	398
"SAMPLE_SBS31_380_65"	3.50971132712593e-91	2.80776906170074e-87	0	0	398
"SAMPLE_SBS31_395_72"	4.48106238470149e-91	3.5848499077612e-87	0	0	398
"SAMPLE_SBS31_300_80"	4.9528608657956e-91	3.96228869263648e-87	0	76.9423454417475	321.057654558252
"SAMPLE_SBS31_345_100"	6.18207625525933e-91	4.94566100420746e-87	0	34.4936797437204	363.50632025628
"SAMPLE_SBS31_370_61"	6.70481602506724e-91	5.36385282005379e-87	0	0	398
"SAMPLE_SBS31_360_43"	7.56991327025095e-91	6.05593061620076e-87	0	39.1658589717144	358.834141028286
"SAMPLE_SBS31_335_72"	7.80582851853822e-91	6.24466281483057e-87	0	63.1103364975233	334.889663502477
"SAMPLE_SBS31_385_87"	8.03216540491224e-91	6.42573232392979e-87	5.55920119829673e-47	2.40433573451633e-94	398
"SAMPLE_SBS31_350_60"	8.36082826335024e-91	6.68866261068019e-87	0	0	398
"SAMPLE_SBS31_305_57"	9.78800377825803e-91	7.83040302260642e-87	0	85.1849105926797	312.81508940732
"SAMPLE_SBS31_325_99"	9.92975338296996e-91	7.94380270637597e-87	0	66.2087167232936	331.791283276706
"SAMPLE_SBS31_355_88"	1.52650095674715e-90	1.22120076539772e-86	0	0	398
