"pval"	"apval"	"SBS1"	"SBS2"	"SBS45"	"SBS31"
"SAMPLE_SBS31_445_88"	1.20928294749227e-267	1.08835465274305e-263	0	0	0	447
"SAMPLE_SBS31_430_15"	4.11715329025479e-267	3.70543796122931e-263	1.41713131921059e-26	5.27400042352262e-27	9.80814484951824	438.191855150482
"SAMPLE_SBS31_440_93"	5.39392618089794e-267	4.85453356280814e-263	0	0	0	448
"SAMPLE_SBS31_445_3"	4.83174716316579e-266	4.34857244684921e-262	0	0	0	447
"SAMPLE_SBS31_435_21"	6.74585310565836e-255	6.07126779509252e-251	1.4809516441554e-21	0.495296814801411	0.0210732955253306	448.483629889673
"SAMPLE_SBS31_440_47"	4.18942830595627e-254	3.77048547536065e-250	0	0	0	448
"SAMPLE_SBS31_435_9"	4.73107724167138e-250	4.25796951750424e-246	0	0	0	449
"SAMPLE_SBS31_445_17"	5.31219595068689e-250	4.7809763556182e-246	0	0	0	447
"SAMPLE_SBS31_410_95"	1.68511215286781e-249	1.51660093758103e-245	0	0	28.5461254264227	419.453874573577
"SAMPLE_SBS31_425_27"	2.61123894884455e-249	2.3501150539601e-245	0	0	0	448
"SAMPLE_SBS31_420_69"	3.33324066087296e-249	2.99991659478567e-245	0	0	16.1745074150735	431.825492584927
"SAMPLE_SBS31_425_40"	1.00952417322725e-248	9.08571755904526e-245	0	0	16.2647746776245	431.735225322376
"SAMPLE_SBS31_410_40"	2.42372663560717e-248	2.18135397204645e-244	0	0	28.6885388518667	419.311461148133
"SAMPLE_SBS31_440_9"	2.9706214696566e-248	2.67355932269094e-244	1.5199605539453e-40	1.69333178961108e-27	0.267440909667551	447.732559090332
"SAMPLE_SBS31_440_95"	1.13443582851515e-247	1.02099224566363e-243	0	0	0	448
"SAMPLE_SBS31_435_18"	7.55237434749804e-247	6.79713691274824e-243	0	0	0	449
"SAMPLE_SBS31_430_88"	8.40999767062058e-247	7.56899790355852e-243	0	10.2806890819905	0	437.71931091801
"SAMPLE_SBS31_415_66"	1.11041606086128e-245	9.99374454775148e-242	0	0	21.9495640435636	426.050435956436
"SAMPLE_SBS31_430_21"	1.76498140813611e-245	1.5884832673225e-241	0	0	17.6880971655102	430.31190283449
"SAMPLE_SBS31_435_86"	4.11815023883726e-245	3.70633521495353e-241	0	0	12.4373473151807	436.562652684819
"SAMPLE_SBS31_425_43"	1.0752943790648e-244	9.67764941158319e-241	0	0	14.1225189700778	433.877481029922
"SAMPLE_SBS31_420_26"	1.83411375378731e-244	1.65070237840858e-240	0	0	28.3735476820786	419.626452317921
"SAMPLE_SBS31_400_7"	3.59941819354526e-244	3.23947637419074e-240	11.4732646694385	0	33.6175174978593	402.909217832702
"SAMPLE_SBS31_435_92"	4.17922744348311e-244	3.7613046991348e-240	0	0	19.2307310455587	429.769268954441
"SAMPLE_SBS31_440_1"	1.00597062046608e-243	9.05373558419473e-240	0	0	0	448
"SAMPLE_SBS31_405_32"	9.54342754877095e-243	8.58908479389386e-239	0	0	31.3527864509546	416.647213549045
"SAMPLE_SBS31_430_71"	3.54474276111887e-242	3.19026848500699e-238	2.29978289208247e-38	2.79796282286834e-24	21.2039706143494	426.796029385651
"SAMPLE_SBS31_400_23"	4.71607771526365e-242	4.24446994373729e-238	0	0	29.6928886317086	418.307111368291
"SAMPLE_SBS31_430_22"	1.28126103925785e-241	1.15313493533207e-237	0	0	14.3248951459627	433.675104854037
"SAMPLE_SBS31_425_76"	1.96242414242443e-241	1.76618172818199e-237	0	0	15.2756822979734	432.724317702027
"SAMPLE_SBS31_420_20"	3.49415004974627e-241	3.14473504477164e-237	0	0	23.103780650802	424.896219349198
"SAMPLE_SBS31_425_55"	6.77963704792335e-240	6.10167334313101e-236	0	0	0	448
"SAMPLE_SBS31_445_60"	1.62970362228578e-239	1.4667332600572e-235	0	0	14.7003935431928	432.299606456807
"SAMPLE_SBS31_430_33"	1.73516351916126e-239	1.56164716724514e-235	0.0101716257888541	0	15.4576066249889	432.532221749222
"SAMPLE_SBS31_395_92"	2.82518970306033e-239	2.5426707327543e-235	0	0	27.9403000938686	420.059699906131
"SAMPLE_SBS31_410_68"	2.89198530312975e-239	2.60278677281678e-235	0	0	26.1276119676029	421.872388032397
"SAMPLE_SBS31_435_34"	2.91807386790943e-239	2.62626648111849e-235	0	0	0	449
"SAMPLE_SBS31_415_2"	5.49735862020864e-239	4.94762275818777e-235	0	0	27.4579971768616	420.542002823138
"SAMPLE_SBS31_390_93"	6.3543957243053e-239	5.71895615187477e-235	0	0	42.9105787884104	405.08942121159
"SAMPLE_SBS31_435_85"	2.10159069479345e-238	1.8914316253141e-234	0	0	11.4747680155601	437.52523198444
"SAMPLE_SBS31_410_35"	3.61737879951006e-238	3.25564091955906e-234	0	8.87512061192075	37.0181815396135	402.106697848466
"SAMPLE_SBS31_430_57"	5.49609951293622e-238	4.9464895616426e-234	0	0	17.3544344914677	430.645565508532
"SAMPLE_SBS31_445_2"	8.49131292115897e-238	7.64218162904308e-234	4.07558050027652e-23	2.24347213847083e-22	3.00158057212214e-25	447
"SAMPLE_SBS31_445_6"	1.70959982940843e-237	1.53863984646759e-233	1.76603064328048e-33	7.87401424952284e-33	1.3144617602953e-32	447
"SAMPLE_SBS31_445_29"	3.45382382684505e-237	3.10844144416055e-233	0	0	0	447
"SAMPLE_SBS31_430_51"	5.57944468852102e-237	5.02150021966892e-233	0	0	0	448
"SAMPLE_SBS31_420_79"	1.21300988214651e-236	1.09170889393186e-232	0	0	29.3034365666096	418.69656343339
"SAMPLE_SBS31_415_52"	1.26473307204688e-236	1.13825976484219e-232	0	0	16.4787303542547	431.521269645745
"SAMPLE_SBS31_440_61"	3.26782753589688e-236	2.9410447823072e-232	0	0	0	448
"SAMPLE_SBS31_405_46"	4.13626774678149e-236	3.72264097210334e-232	0	0	25.948266148701	422.051733851299
"SAMPLE_SBS31_405_79"	8.80465353440016e-236	7.92418818096014e-232	0	0	25.5592269223281	422.440773077672
"SAMPLE_SBS31_440_32"	3.72518273042316e-235	3.35266445738084e-231	0	0	0	448
"SAMPLE_SBS31_445_23"	3.75045811913704e-235	3.37541230722334e-231	0.323706567598945	0	5.50465600608358e-23	446.676293432401
"SAMPLE_SBS31_435_55"	8.4778887197591e-235	7.63009984778319e-231	0	0	0	449
"SAMPLE_SBS31_435_63"	1.02585035436825e-234	9.23265318931425e-231	0	0	0	449
"SAMPLE_SBS31_415_80"	1.43842716953019e-234	1.29458445257717e-230	0	0	29.3728766583854	418.627123341615
"SAMPLE_SBS31_415_1"	1.45390109586853e-234	1.30851098628168e-230	0	0	15.8807819706108	432.119218029389
"SAMPLE_SBS31_445_47"	1.53747349916395e-234	1.38372614924755e-230	0	0	0	447
"SAMPLE_SBS31_430_67"	2.55783773976274e-234	2.30205396578646e-230	0	0	0	448
"SAMPLE_SBS31_435_60"	2.92823354136754e-234	2.63541018723079e-230	0	0	0	449
"SAMPLE_SBS31_435_2"	4.72026931982314e-234	4.24824238784083e-230	0	0	0	449
"SAMPLE_SBS31_440_63"	1.13933591879098e-233	1.02540232691188e-229	0	0	0	448
"SAMPLE_SBS31_440_6"	3.46924135609472e-233	3.12231722048525e-229	0	0	0	448
"SAMPLE_SBS31_415_68"	3.57987692965239e-233	3.22188923668715e-229	0	0	30.2331097531423	417.766890246858
"SAMPLE_SBS31_395_90"	3.64447864668567e-233	3.2800307820171e-229	0	0	38.6743669044461	409.325633095554
"SAMPLE_SBS31_410_32"	3.83840847561e-233	3.454567628049e-229	0	7.8530856301	31.9661894515474	408.180724918353
"SAMPLE_SBS31_395_38"	3.85634991465637e-233	3.47071492319073e-229	0	8.54487395724595	41.4358643996201	398.019261643134
"SAMPLE_SBS31_435_11"	4.78481234619837e-233	4.30633111157854e-229	0	0	0	449
"SAMPLE_SBS31_420_14"	5.59133047725906e-233	5.03219742953315e-229	0	0	13.7625359100886	434.237464089911
"SAMPLE_SBS31_415_18"	5.9150486455053e-233	5.32354378095477e-229	0	0	21.2803501727158	426.719649827284
"SAMPLE_SBS31_425_54"	7.43930267602021e-233	6.69537240841819e-229	10.1193909714625	0	15.1364241769462	422.744184851591
"SAMPLE_SBS31_390_94"	9.24707547112656e-233	8.3223679240139e-229	0	8.21979791501154	32.3453120696201	407.434890015368
"SAMPLE_SBS31_420_12"	1.14667545820201e-232	1.03200791238181e-228	0	0	20.8970430536504	427.10295694635
"SAMPLE_SBS31_420_99"	2.0164403221972e-232	1.81479628997748e-228	2.55890970534635e-22	0.468725508285588	27.9326686959461	419.598605795768
"SAMPLE_SBS31_395_32"	2.65375958980941e-232	2.38838363082847e-228	13.1297548112431	7.70295698805838	41.9440427337954	385.223245466903
"SAMPLE_SBS31_425_77"	3.7692234319324e-232	3.39230108873916e-228	0	0	16.7418278353007	431.258172164699
"SAMPLE_SBS31_425_49"	5.057325591928e-232	4.5515930327352e-228	8.89525567979341	0	23.6376683888714	415.467075931335
"SAMPLE_SBS31_410_78"	6.72641400297253e-232	6.05377260267528e-228	0	0	33.3421751703338	414.657824829666
"SAMPLE_SBS31_395_63"	7.37089218812488e-232	6.63380296931239e-228	8.60660604175241	0	41.5660018372679	397.82739212098
"SAMPLE_SBS31_400_55"	1.46305545040872e-231	1.31674990536784e-227	9.28517170536802	0	32.3539449010537	406.360883393578
"SAMPLE_SBS31_415_33"	1.80343472971342e-231	1.62309125674208e-227	9.03275330348045	0	20.221349342022	418.745897354498
"SAMPLE_SBS31_415_38"	3.53772830617911e-231	3.1839554755612e-227	0	0	15.170138950615	432.829861049385
"SAMPLE_SBS31_405_5"	3.79006442919232e-231	3.41105798627309e-227	0	0	32.4388063144114	415.561193685589
"SAMPLE_SBS31_390_46"	4.09086700410096e-231	3.68178030369086e-227	0	0	39.3927586937918	408.607241306208
"SAMPLE_SBS31_415_72"	4.28156354430532e-231	3.85340718987479e-227	0	0	30.2180835855653	417.781916414435
"SAMPLE_SBS31_420_71"	9.43252947541916e-231	8.48927652787724e-227	0	0	21.4851176797234	426.514882320277
"SAMPLE_SBS31_390_81"	1.42892067960576e-230	1.28602861164518e-226	0	0	46.7762494606005	401.2237505394
