"pval"	"apval"	"SBS18"	"SBS40"	"SBS31"
"SAMPLE625"	0.0212108611189192	1	81.4515394121762	220.388050365747	31.1604102220764
"SAMPLE540"	0.034827791170025	1	114.571018332631	193.198377575807	25.2306040915618
"SAMPLE208"	0.0462072894182505	1	76.8958152260813	230.795426776164	25.3087579977549
"SAMPLE369"	0.0479846282264962	1	99.2792446132347	209.938415606093	23.7823397806722
"SAMPLE907"	0.049520272496551	1	79.8896918254874	227.460959860428	25.6493483140844
"SAMPLE676"	0.0502129857903383	1	95.9032858599107	237.096714140089	0
"SAMPLE908"	0.0566226434305293	1	89.5614914265586	243.438508573441	0
"SAMPLE368"	0.0657578422214637	1	103.897475054609	229.102524945391	0
"SAMPLE109"	0.0660609840518161	1	99.9254379988592	233.074562001141	0
"SAMPLE268"	0.0660988584011462	1	92.6797240913624	240.320275908638	0
"SAMPLE858"	0.0664437685588469	1	88.9011271972456	244.098872802754	0
"SAMPLE209"	0.0673950050046123	1	105.805912005557	227.194087994443	0
"SAMPLE147"	0.079643151579455	1	104.972271588546	228.027728411454	0
"SAMPLE488"	0.0811157665061121	1	102.693662149854	230.306337850146	0
"SAMPLE682"	0.0821500225778376	1	85.6182615874714	247.381738412529	0
"SAMPLE615"	0.09314204051451	1	91.053971236994	241.946028763006	0
"SAMPLE573"	0.105712198623484	1	90.878490214467	242.121509785533	0
"SAMPLE764"	0.106351119142046	1	89.3528775470015	243.647122452999	0
"SAMPLE496"	0.117181736813856	1	102.9423182389	230.0576817611	0
"SAMPLE645"	0.120377110658258	1	100.095141668652	232.904858331348	0
"SAMPLE240"	0.129639800242095	1	97.7998819103934	235.200118089607	0
"SAMPLE337"	0.133900710554247	1	85.9450066664336	247.054993333566	0
"SAMPLE565"	0.143193810770028	1	85.171512843925	247.828487156075	0
"SAMPLE860"	0.143770761799061	1	100.385670000838	232.614329999162	0
"SAMPLE963"	0.145531326098655	1	101.756686809557	231.243313190443	0
"SAMPLE148"	0.152353265299841	1	106.966809773364	226.033190226636	0
"SAMPLE464"	0.153017581904152	1	79.3832956773574	253.616704322643	0
"SAMPLE863"	0.154525165406782	1	103.416176115651	229.583823884349	0
"SAMPLE730"	0.160021022934317	1	90.7071701186705	242.292829881329	0
"SAMPLE518"	0.160353373284611	1	110.684240072	222.315759928	0
"SAMPLE937"	0.16172383407006	1	90.7855719381642	242.214428061836	0
"SAMPLE619"	0.162610536741013	1	125.176182890317	207.823817109683	0
"SAMPLE154"	0.163499213734845	1	114.397700155602	218.602299844398	0
"SAMPLE50"	0.174753798323608	1	87.4675885393367	245.532411460663	0
"SAMPLE914"	0.175083132636114	1	98.4195211850124	234.580478814988	0
"SAMPLE137"	0.179560897267404	1	93.7335402872611	239.266459712739	0
"SAMPLE927"	0.186172164365582	1	97.3298868471429	235.670113152857	0
"SAMPLE378"	0.187168430342402	1	80.2643662158491	252.735633784151	0
"SAMPLE593"	0.189273611758241	1	113.081698092944	219.918301907056	0
"SAMPLE373"	0.190576101695692	1	79.6229040790258	253.377095920974	0
"SAMPLE657"	0.190781577577378	1	98.1015399055837	234.898460094416	0
"SAMPLE677"	0.19289022231107	1	101.786930621371	231.213069378629	0
"SAMPLE439"	0.19450692396398	1	104.314042362854	228.685957637146	0
"SAMPLE522"	0.195499386787384	1	78.0450566649441	254.954943335056	0
"SAMPLE757"	0.19608671913388	1	66.1752165288161	266.824783471184	0
"SAMPLE747"	0.198768113737938	1	91.7203518196514	241.279648180349	0
"SAMPLE222"	0.19939050424941	1	100.216603994662	232.783396005338	0
"SAMPLE229"	0.199604085177218	1	106.82755760919	226.17244239081	0
"SAMPLE339"	0.203794901952186	1	110.892084384943	222.107915615057	0
"SAMPLE616"	0.205286045230391	1	106.805579433224	226.194420566776	0
"SAMPLE279"	0.20786706705548	1	84.2321311057391	248.767868894261	0
"SAMPLE587"	0.20932063251487	1	95.1276650923697	237.87233490763	0
"SAMPLE157"	0.209338613360065	1	113.774574410769	219.225425589231	0
"SAMPLE110"	0.21222841076719	1	95.116608091056	237.883391908944	0
"SAMPLE881"	0.212796428130238	1	69.4341781554551	263.565821844545	0
"SAMPLE852"	0.213625824367628	1	67.1404915588464	265.859508441154	0
"SAMPLE563"	0.213674681578706	1	94.0358793385828	238.964120661417	0
"SAMPLE772"	0.215528149520997	1	95.4589667330538	237.541033266946	0
"SAMPLE402"	0.216093947659671	1	79.7289193342286	253.271080665771	0
"SAMPLE153"	0.220879213391811	1	107.070542302848	225.929457697152	0
"SAMPLE353"	0.222173836241287	1	80.0216872824832	252.978312717517	0
"SAMPLE241"	0.225844364186018	1	103.106887079687	229.893112920313	0
"SAMPLE491"	0.229842408108067	1	111.228537623042	221.771462376958	0
"SAMPLE354"	0.229904275531944	1	105.432643811017	227.567356188983	0
"SAMPLE216"	0.232635427523331	1	110.037347859642	222.962652140358	0
"SAMPLE205"	0.235806723384753	1	95.9156055484324	237.084394451568	0
"SAMPLE833"	0.236977683663416	1	109.510612120407	223.489387879593	0
"SAMPLE278"	0.237424390639635	1	68.2431556891638	264.756844310836	0
"SAMPLE381"	0.241703109991663	1	69.4140642434818	263.585935756518	0
"SAMPLE484"	0.245714250150951	1	99.0213017021454	233.978698297855	0
"SAMPLE933"	0.246103931484589	1	90.9629373620128	242.037062637987	0
"SAMPLE717"	0.246292995753966	1	96.5745855799105	236.425414420089	0
"SAMPLE3"	0.247526090552608	1	104.440578090946	228.559421909054	0
"SAMPLE624"	0.249529599304307	1	87.5023224517519	245.497677548248	0
"SAMPLE578"	0.255110790411521	1	86.2255960000782	246.774403999922	0
"SAMPLE844"	0.25992279042439	1	91.9821368682322	241.017863131768	0
"SAMPLE391"	0.260433498329226	1	126.273539095341	206.726460904659	0
"SAMPLE537"	0.264843641594683	1	91.4281163725032	241.571883627497	0
"SAMPLE415"	0.265256039581007	1	102.879729372716	230.120270627284	0
"SAMPLE182"	0.265536618938124	1	90.1398461224426	242.860153877557	0
"SAMPLE642"	0.267223253322569	1	108.290470182382	224.709529817618	0
"SAMPLE695"	0.274052011399017	1	90.7604119161303	242.23958808387	0
"SAMPLE220"	0.274884701974032	1	98.4461805214483	234.553819478552	0
"SAMPLE191"	0.275874141688853	1	109.16068630745	223.839313692551	0
"SAMPLE142"	0.278010690082031	1	106.483897318895	226.516102681105	0
"SAMPLE621"	0.281841004349708	1	98.3172320890552	234.682767910945	0
"SAMPLE580"	0.285147344100759	1	85.439543315576	247.560456684424	0
"SAMPLE564"	0.28708589225254	1	115.679045695355	217.320954304645	0
"SAMPLE255"	0.289166678271964	1	77.181446085001	255.818553914999	0
"SAMPLE773"	0.296064496757312	1	100.619437891071	232.380562108929	0
"SAMPLE224"	0.303090625564792	1	120.672889217215	212.327110782785	0
"SAMPLE77"	0.306351908631677	1	113.944040408961	219.055959591039	0
"SAMPLE668"	0.311869297018743	1	81.9099065312903	251.09009346871	0
"SAMPLE816"	0.312201720298479	1	100.740421535866	232.259578464134	0
"SAMPLE459"	0.316666487890553	1	104.5145570644	228.485442935599	0
"SAMPLE266"	0.318425333794555	1	79.2380423069482	253.761957693052	0
"SAMPLE129"	0.322645451493578	1	114.295282660693	218.704717339307	0
"SAMPLE831"	0.32580579293681	1	112.056473418247	220.943526581753	0
"SAMPLE111"	0.330904708506685	1	103.406014109896	229.593985890104	0
"SAMPLE193"	0.335906952733466	1	107.030781201558	225.969218798442	0
"SAMPLE140"	0.337833304736584	1	127.717428792586	205.282571207414	0
"SAMPLE19"	0.343356425929461	1	93.2591409723097	239.74085902769	0
"SAMPLE670"	0.343425941952322	1	103.890041334053	229.109958665947	0
"SAMPLE161"	0.344191683269735	1	73.8103082296061	259.189691770394	0
"SAMPLE826"	0.349983750788542	1	97.3036602569465	235.696339743054	0
"SAMPLE636"	0.35262712810397	1	97.4201168107357	235.579883189264	0
"SAMPLE60"	0.35530554869265	1	110.115643238912	222.884356761088	0
"SAMPLE748"	0.357329077794617	1	75.5810809088471	257.418919091153	0
"SAMPLE190"	0.35759131857112	1	71.0165984971455	261.983401502855	0
"SAMPLE535"	0.362832557884883	1	89.3380399093318	243.661960090668	0
"SAMPLE929"	0.365050481279088	1	82.5642597371645	250.435740262836	0
