"pval"	"apval"	"SBS5"	"SBS18"	"SBS31"
"SAMPLE832"	0.000741977595355332	0.741977595355332	73.2040234163355	58.9382929136082	31.8576836700562
"SAMPLE43"	0.00817507101851634	1	86.3372300232314	53.4220776547766	24.240692321992
"SAMPLE448"	0.00865829280385583	1	91.8086094961468	48.8675833239818	23.3238071798715
"SAMPLE72"	0.00891473761795671	1	81.5457791166424	56.3210414241891	26.1331794591685
"SAMPLE623"	0.0110801236255083	1	78.983624312965	62.0195236285082	22.9968520585268
"SAMPLE798"	0.0251762636028341	1	89.5485670020728	53.6402583169514	20.8111746809758
"SAMPLE494"	0.0286065325226108	1	81.347734940914	63.0885482681475	19.5637167909385
"SAMPLE633"	0.0355306815505533	1	81.1936787339322	65.7494301532585	17.0568911128092
"SAMPLE663"	0.0424448836064262	1	86.832905106308	57.4867150004622	19.6803798932298
"SAMPLE261"	0.0443775763210604	1	99.3411391351451	48.436832006283	16.2220288585719
"SAMPLE661"	0.0468393379057837	1	80.0709331069711	67.7662540875844	16.1628128054445
"SAMPLE13"	0.0510629083528483	1	105.763922266148	58.2360777338522	0
"SAMPLE407"	0.0570467857009782	1	108.031478823521	55.9685211764788	0
"SAMPLE47"	0.059102736087654	1	129.725001803946	34.2749981960537	0
"SAMPLE199"	0.0659146342596835	1	103.132347854759	60.8676521452413	0
"SAMPLE345"	0.0676232088856169	1	103.55651728653	60.4434827134703	0
"SAMPLE69"	0.0683787826699467	1	115.734138025929	48.2658619740707	0
"SAMPLE939"	0.0709769730707663	1	104.824783493654	59.1752165063459	0
"SAMPLE440"	0.0721958818178937	1	102.17140769097	61.8285923090304	0
"SAMPLE425"	0.0730231583174584	1	101.566754405097	62.4332455949029	0
"SAMPLE37"	0.0733240199612867	1	107.440763335583	56.5592366644172	0
"SAMPLE396"	0.0785064049274492	1	115.8757125071	48.1242874929001	0
"SAMPLE127"	0.0827508861872784	1	98.9189721862453	65.0810278137547	0
"SAMPLE834"	0.0851773059760853	1	109.690911533613	54.3090884663875	0
"SAMPLE759"	0.086821542684448	1	89.9887929347531	74.0112070652469	0
"SAMPLE96"	0.0892923689156501	1	116.541020647793	47.4589793522068	0
"SAMPLE301"	0.089553408386283	1	100.786693290089	63.213306709911	0
"SAMPLE935"	0.0926537060918552	1	104.142751258789	59.857248741211	0
"SAMPLE775"	0.096578006335152	1	113.474082103296	50.5259178967039	0
