"pval"	"apval"	"SBS5"	"SBS40"	"SBS45"	"SBS31"
"SAMPLE420"	0.0407117800553079	1	343.106707978165	364.582185282543	164.961400697211	69.3497060420816
"SAMPLE368"	0.0414493036204645	1	264.908259344553	447.826002946668	167.772143349837	61.4935943589429
"SAMPLE120"	0.0440642898589826	1	255.22854285759	493.398358094291	137.861279355731	55.5118196923873
"SAMPLE862"	0.0626726406656435	1	335.588212499983	450.512080953731	155.899706546286	0
"SAMPLE583"	0.0724252773256509	1	341.425321172465	437.257701280265	163.31697754727	0
"SAMPLE88"	0.0731349013178947	1	349.791238067949	433.483367231328	158.725394700723	0
"SAMPLE122"	0.0742883527068273	1	263.888766188568	523.367796046416	154.743437765016	0
"SAMPLE153"	0.0815707551447634	1	310.384352996551	486.614905239003	145.000741764447	0
"SAMPLE192"	0.0845341539004246	1	302.441631986551	505.898940311381	133.659427702068	0
"SAMPLE338"	0.087244397941073	1	396.295985575137	396.875077785152	148.82893663971	0
"SAMPLE312"	0.0890599621481533	1	409.308799967321	366.7664815332	165.924718499479	0
"SAMPLE284"	0.0992539054888977	1	212.665634739325	580.311243461299	149.023121799376	0
"SAMPLE601"	0.0996271931718973	1	302.819022239569	487.316472654595	151.864505105836	0
"SAMPLE124"	0.100560143198051	1	386.326532800021	362.299607705082	193.373859494897	0
"SAMPLE935"	0.108591686409306	1	326.480586489717	462.824421885852	152.69499162443	0
"SAMPLE709"	0.118355788019541	1	266.283973448879	509.836369512052	165.879657039069	0
"SAMPLE170"	0.120749495713412	1	316.702467914253	473.204268457097	152.09326362865	0
"SAMPLE272"	0.122578266207579	1	355.153012245882	426.391747155767	160.455240598352	0
"SAMPLE632"	0.142787927872763	1	295.816739990211	492.670904692674	153.512355317115	0
"SAMPLE251"	0.149275780082419	1	300.651799693418	482.948096020628	158.400104285954	0
"SAMPLE753"	0.151067895834642	1	288.385480444217	486.85362651116	166.760893044623	0
"SAMPLE655"	0.153363533952956	1	387.502471926382	398.068393460006	156.429134613611	0
"SAMPLE54"	0.158256178996973	1	344.492412976184	432.06462132048	165.442965703337	0
"SAMPLE654"	0.16140210346882	1	359.835821119525	426.18974360339	155.974435277085	0
"SAMPLE596"	0.164683867262501	1	304.502449482085	470.859185704264	166.638364813651	0
"SAMPLE267"	0.168573275410938	1	258.453928271087	499.476070855541	184.070000873373	0
"SAMPLE465"	0.169643346492578	1	268.301858502678	526.980226598569	146.717914898753	0
"SAMPLE399"	0.180308263259456	1	273.571240080896	514.434093228885	153.994666690219	0
"SAMPLE48"	0.190594460041111	1	437.961914634892	345.353550915789	158.684534449319	0
"SAMPLE662"	0.193782496518153	1	317.293798062783	458.941232683529	165.764969253687	0
"SAMPLE398"	0.196883146182988	1	290.994773782	508.06726928712	142.93795693088	0
"SAMPLE32"	0.197012081378082	1	312.009914559371	482.854605704521	147.135479736108	0
"SAMPLE909"	0.197937525170194	1	334.980049845125	454.076596173589	152.943353981286	0
"SAMPLE627"	0.20210288216018	1	422.716513823599	363.6314276387	155.652058537701	0
"SAMPLE423"	0.205016715506814	1	335.862326427545	439.558540963838	166.579132608617	0
"SAMPLE10"	0.205853585654101	1	418.510723458071	359.01873555961	164.470540982319	0
"SAMPLE511"	0.206482878952245	1	255.556794871531	536.856963058667	149.586242069802	0
"SAMPLE793"	0.207293587605239	1	298.969873530188	496.382380636113	146.647745833699	0
"SAMPLE276"	0.207681303059298	1	374.112254944557	425.325779901346	142.561965154097	0
"SAMPLE691"	0.21142047313379	1	285.124378212905	499.800132620117	157.075489166978	0
"SAMPLE283"	0.220797086215055	1	308.293777004257	476.55236654466	157.153856451083	0
"SAMPLE436"	0.224168673601737	1	259.802909614387	528.553758037532	153.643332348081	0
"SAMPLE40"	0.227693057585847	1	273.789498894392	527.864809490932	140.345691614676	0
"SAMPLE224"	0.229451233601506	1	318.30466695868	467.338615934434	156.356717106886	0
"SAMPLE458"	0.232183532985202	1	353.988254552961	440.756123250375	147.255622196664	0
"SAMPLE883"	0.232697283625209	1	388.571901686906	409.31855845927	144.109539853824	0
"SAMPLE853"	0.234699866529826	1	272.097282205248	520.716211440553	149.186506354199	0
"SAMPLE407"	0.236156529034747	1	321.658894669136	462.670157294309	157.670948036555	0
"SAMPLE980"	0.242733858409739	1	370.723320289701	423.032664967892	148.244014742407	0
"SAMPLE386"	0.247548124498276	1	302.319637472984	475.045680758345	164.634681768671	0
"SAMPLE990"	0.248186479757467	1	338.833757186306	443.679777540822	159.486465272872	0
"SAMPLE7"	0.250737419999363	1	313.835686262156	466.739739026258	161.424574711586	0
"SAMPLE424"	0.253270575580249	1	333.652255770303	425.681372831731	182.666371397966	0
"SAMPLE47"	0.253561372710746	1	219.206978222527	558.645824590668	164.147197186805	0
"SAMPLE780"	0.259678092167942	1	280.309540076871	489.634795642327	172.055664280802	0
"SAMPLE832"	0.26449162856017	1	265.112695428277	537.95438339833	138.932921173393	0
"SAMPLE561"	0.265906500286113	1	345.022396319152	436.617460794653	160.360142886194	0
"SAMPLE157"	0.26763137956972	1	311.185304957559	471.297912249202	159.51678279324	0
"SAMPLE620"	0.267669912773853	1	335.340267832575	440.715065901746	165.94466626568	0
"SAMPLE542"	0.270329274958561	1	276.940435179279	500.229127735228	164.830437085493	0
"SAMPLE94"	0.270837018444462	1	297.626261495778	499.035183329191	145.338555175031	0
"SAMPLE65"	0.27420221719471	1	210.041837646928	579.082123950066	152.876038403006	0
"SAMPLE942"	0.276058460918165	1	354.091663744663	433.230609181946	154.67772707339	0
"SAMPLE562"	0.277940681248641	1	286.019408313297	525.884380993409	130.096210693294	0
"SAMPLE770"	0.278171986165312	1	332.41709797164	473.302673280664	136.280228747696	0
"SAMPLE800"	0.28050530457347	1	196.463778916848	596.728879833537	148.807341249615	0
"SAMPLE219"	0.282358485904505	1	304.563217393777	495.337706744133	142.09907586209	0
"SAMPLE169"	0.287024836215037	1	345.355233033767	408.260689940679	188.384077025554	0
"SAMPLE796"	0.287228435295557	1	427.378272004233	327.172780357466	187.448947638301	0
"SAMPLE918"	0.287846553579433	1	295.728292822622	477.555519881644	168.716187295734	0
"SAMPLE415"	0.289767026258362	1	393.617841883341	388.607153768677	159.775004347982	0
"SAMPLE441"	0.293957141324695	1	372.472849576917	403.43903631433	166.088114108752	0
"SAMPLE716"	0.294691638138705	1	300.869597588056	490.721188053259	150.409214358685	0
"SAMPLE702"	0.29477243395546	1	329.421766490864	438.253310030093	174.324923479043	0
"SAMPLE645"	0.294899726152172	1	373.885885278937	396.945379354121	171.168735366942	0
"SAMPLE426"	0.29590624409355	1	364.090266228822	403.997666321426	173.912067449752	0
"SAMPLE600"	0.295964622643584	1	330.260199914662	449.459427383216	162.280372702122	0
"SAMPLE921"	0.296559624800024	1	291.395556158286	491.584711441714	159.0197324	0
"SAMPLE412"	0.29999076368122	1	361.863554189018	408.509148043108	171.627297767874	0
"SAMPLE200"	0.300282043200107	1	274.953972060405	505.085644317311	161.960383622284	0
"SAMPLE628"	0.302697662010566	1	267.762531429119	524.606842195258	149.630626375623	0
"SAMPLE555"	0.303236338602168	1	259.302502908079	530.971825525015	151.725671566907	0
"SAMPLE983"	0.305768444461637	1	293.750320921369	495.348580680457	152.901098398174	0
"SAMPLE225"	0.30650078003129	1	307.275967083411	476.58849163301	158.13554128358	0
