"pval"	"apval"	"SBS2"	"SBS18"	"SBS31"
"SAMPLE580"	0.00254839283452533	1	55.1038288361769	530.045461730642	33.8507094331807
"SAMPLE476"	0.00715665522000793	1	67.2657475382976	523.459445187913	28.2748072737896
"SAMPLE531"	0.0157593680334204	1	51.3647816583655	541.265398690903	26.3698196507313
"SAMPLE947"	0.02174082202631	1	60.0783125907305	534.983158232125	23.9385291771449
"SAMPLE534"	0.0237594885830958	1	54.0843130902598	541.996088448704	22.9195984610359
"SAMPLE959"	0.0297428341912668	1	55.384984113238	538.756826945321	24.8581889414414
"SAMPLE197"	0.0378965418963098	1	55.7623163416669	540.416526431506	22.8211572268269
"SAMPLE17"	0.0383218141038557	1	59.0445910760253	539.277117386176	20.6782915377992
"SAMPLE92"	0.0432215004337859	1	55.0201123799245	542.031048760252	21.9488388598232
"SAMPLE519"	0.0457927188572535	1	60.0013296089137	536.776740972012	22.221929419074
"SAMPLE554"	0.0535621314708715	1	51.9330278786858	567.066972121314	0
"SAMPLE120"	0.066007575853343	1	52.3789133249984	566.621086675001	0
"SAMPLE813"	0.0717019857353108	1	59.1092954715341	559.890704528466	0
"SAMPLE301"	0.0718136909037694	1	53.6831538895171	565.316846110483	0
"SAMPLE707"	0.0883154574228115	1	57.1793155134389	561.820684486561	0
"SAMPLE583"	0.0987001963463827	1	54.9112047332771	564.088795266723	0
"SAMPLE57"	0.101366590910052	1	62.1459007978723	556.854099202128	0
"SAMPLE24"	0.105034515211422	1	58.5663621697133	560.433637830287	0
"SAMPLE471"	0.111763561052821	1	61.8907363067099	557.10926369329	0
"SAMPLE602"	0.111971234725263	1	53.0725497337591	565.927450266241	0
"SAMPLE814"	0.116467116867702	1	50.6203296826453	568.379670317355	0
"SAMPLE220"	0.116697401102458	1	54.3724439439065	564.627556056094	0
"SAMPLE110"	0.117110479042769	1	57.9311817288814	561.068818271119	0
"SAMPLE820"	0.118753524531122	1	60.2481499683126	558.751850031687	0
"SAMPLE734"	0.122834997116632	1	60.0685935940396	558.93140640596	0
"SAMPLE26"	0.125752557389035	1	49.7152770846944	569.284722915306	0
"SAMPLE434"	0.136434965624895	1	58.3225173842715	560.677482615729	0
"SAMPLE841"	0.140461259981311	1	64.9617347935302	554.03826520647	0
"SAMPLE564"	0.143537455679572	1	54.076841836144	564.923158163856	0
"SAMPLE150"	0.144658716710436	1	67.1992235698697	551.80077643013	0
"SAMPLE73"	0.145648038590571	1	61.1792728253838	557.820727174616	0
"SAMPLE911"	0.147986098225355	1	56.8829126028245	562.117087397175	0
"SAMPLE604"	0.148844794277003	1	63.6113299392247	555.388670060775	0
"SAMPLE186"	0.149520890988275	1	57.1362000307824	561.863799969218	0
"SAMPLE579"	0.15079637242453	1	59.7347933192602	559.26520668074	0
"SAMPLE117"	0.152967635415377	1	52.8548705862877	566.145129413712	0
"SAMPLE633"	0.157136542366166	1	65.8385949482014	553.161405051799	0
"SAMPLE838"	0.16502913565943	1	52.7473766094978	566.252623390502	0
"SAMPLE804"	0.167007621606858	1	60.4988713026531	558.501128697347	0
"SAMPLE141"	0.172563769634951	1	59.3812325095587	559.618767490441	0
"SAMPLE331"	0.178651116301591	1	60.4917975382045	558.508202461795	0
"SAMPLE802"	0.179215669676637	1	68.158620176095	550.841379823905	0
"SAMPLE258"	0.179642689482839	1	52.0419173716395	566.95808262836	0
"SAMPLE739"	0.182564482425888	1	54.8290140085489	564.170985991451	0
"SAMPLE417"	0.183491460405767	1	54.1245029301137	564.875497069886	0
"SAMPLE494"	0.183875079589149	1	51.0743305678445	567.925669432155	0
"SAMPLE690"	0.184970245272236	1	54.0816376120015	564.918362387999	0
"SAMPLE463"	0.18557402423561	1	57.599394504801	561.400605495199	0
"SAMPLE421"	0.1858298398119	1	50.4603912271538	568.539608772846	0
"SAMPLE335"	0.188279445464952	1	63.3866685445552	555.613331455445	0
"SAMPLE6"	0.204342763451088	1	58.7243332868899	560.27566671311	0
"SAMPLE416"	0.210401966113932	1	62.517700904473	556.482299095527	0
"SAMPLE542"	0.211183862363262	1	51.1940101034497	567.80598989655	0
"SAMPLE661"	0.211226467183989	1	51.8210043677451	567.178995632255	0
"SAMPLE539"	0.213708063370385	1	56.3884088172825	562.611591182717	0
"SAMPLE451"	0.219857442253239	1	58.1439207280621	560.856079271938	0
"SAMPLE36"	0.22065217503727	1	50.9029458266836	568.097054173316	0
"SAMPLE281"	0.225288820974594	1	55.1324139582423	563.867586041758	0
"SAMPLE593"	0.227350118237149	1	51.197392036196	567.802607963804	0
"SAMPLE840"	0.228183629101187	1	62.6545421237002	556.3454578763	0
"SAMPLE932"	0.231327622287437	1	53.6990611017514	565.300938898249	0
"SAMPLE864"	0.231525492701986	1	58.4339045622575	560.566095437742	0
"SAMPLE889"	0.237381018819045	1	64.7776368735292	554.222363126471	0
"SAMPLE125"	0.239778160401569	1	62.4372616869719	556.562738313028	0
"SAMPLE750"	0.242085372967683	1	56.7034231435313	562.296576856469	0
"SAMPLE60"	0.243960801997848	1	52.3921208083485	566.607879191652	0
"SAMPLE553"	0.249483360376034	1	55.1853901327629	563.814609867237	0
"SAMPLE996"	0.250366493063621	1	52.4321553812143	566.567844618786	0
"SAMPLE898"	0.258873111611094	1	52.0658440897855	566.934155910214	0
"SAMPLE296"	0.259862741896793	1	67.5610216329356	551.438978367064	0
"SAMPLE501"	0.261258346415542	1	63.1038270154988	555.896172984501	0
"SAMPLE38"	0.264538294860175	1	70.3254851861202	548.67451481388	0
"SAMPLE391"	0.266027082073656	1	64.7633271618736	554.236672838126	0
"SAMPLE801"	0.267485193028066	1	59.0934494284401	559.90655057156	0
"SAMPLE625"	0.267758832919046	1	53.5512226059947	565.448777394005	0
"SAMPLE657"	0.268640565084235	1	50.8431548705888	568.156845129411	0
"SAMPLE914"	0.274504137114621	1	58.3006635730079	560.699336426992	0
"SAMPLE300"	0.277393604540598	1	63.8189104437968	555.181089556203	0
"SAMPLE410"	0.278277537077833	1	53.7560593189081	565.243940681092	0
"SAMPLE875"	0.278379406196063	1	56.6710424415881	562.328957558412	0
"SAMPLE615"	0.280436745535219	1	50.8525214113912	568.147478588609	0
"SAMPLE42"	0.282497306419194	1	54.6916322252801	564.30836777472	0
"SAMPLE263"	0.285201742512882	1	63.3760809210039	555.623919078996	0
"SAMPLE646"	0.287524465155371	1	56.1702863200834	562.829713679917	0
"SAMPLE925"	0.287871726575938	1	69.7023621671424	549.297637832858	0
"SAMPLE137"	0.290067498676369	1	58.6722205711882	560.327779428812	0
"SAMPLE243"	0.291779932718831	1	58.2200778411849	560.779922158815	0
"SAMPLE908"	0.29436720831472	1	60.189592173577	558.810407826423	0
"SAMPLE603"	0.300400870405708	1	51.7604107991084	567.239589200892	0
"SAMPLE885"	0.300840759792409	1	68.3186118622811	550.681388137719	0
"SAMPLE981"	0.30421892617061	1	66.242322765072	552.757677234928	0
"SAMPLE457"	0.305240753564413	1	56.8139804531993	562.186019546801	0
