"pval"	"apval"	"SBS5"	"SBS18"	"SBS31"
"SAMPLE_SBS31_160_38"	1.6239461519558e-44	5.35902230145414e-41	0	1.04287449929794e-28	164
"SAMPLE_SBS31_160_4"	4.86268857506159e-43	1.60468722977032e-39	0	0	164
"SAMPLE_SBS31_160_61"	1.91290681370439e-42	6.3125924852245e-39	0	0	164
"SAMPLE_SBS31_160_67"	4.80413244572446e-42	1.58536370708907e-38	1.41592770966868e-29	3.31476228131691e-25	164
"SAMPLE_SBS31_155_62"	5.31727379071297e-42	1.75470035093528e-38	8.08658445309582e-42	9.32129159589157e-25	164
"SAMPLE_SBS31_160_83"	1.11095909784579e-41	3.66616502289111e-38	1.07781653487828e-53	1.34315674064597e-28	164
"SAMPLE_SBS31_155_57"	4.3089805979618e-41	1.42196359732739e-37	1.98156345908027e-40	7.46897995208885e-24	164
"SAMPLE_SBS31_160_65"	6.33973245466795e-41	2.09211171004043e-37	0	0	164
"SAMPLE_SBS31_160_63"	9.81938676028664e-41	3.24039763089459e-37	0	0	164
"SAMPLE_SBS31_160_24"	1.02592918200429e-40	3.38556630061417e-37	0	0	164
"SAMPLE_SBS31_150_57"	1.24002569032067e-40	4.0920847780582e-37	0	0	164
"SAMPLE_SBS31_155_95"	1.69474346500192e-40	5.59265343450634e-37	0	0	164
"SAMPLE_SBS31_160_70"	3.03703531730808e-40	1.00222165471167e-36	0	0	164
"SAMPLE_SBS31_155_12"	8.9129374939485e-40	2.941269373003e-36	5.52360578121619e-29	3.41919606659471e-26	164
"SAMPLE_SBS31_155_69"	1.94622467834086e-39	6.42254143852483e-36	0	0	164
"SAMPLE_SBS31_155_75"	2.3506665035599e-39	7.75719946174766e-36	0	8.22224893808422e-29	164
"SAMPLE_SBS31_150_13"	2.82978029337566e-39	9.33827496813968e-36	0	4.30098217300439e-29	164
"SAMPLE_SBS31_160_11"	3.41488714388028e-39	1.12691275748049e-35	0	1.39554926681344e-28	164
"SAMPLE_SBS31_155_64"	5.8344407523693e-39	1.92536544828187e-35	0	0	164
"SAMPLE_SBS31_150_26"	2.23786525142441e-38	7.38495532970056e-35	0	0	164
"SAMPLE_SBS31_155_88"	2.25728915657283e-38	7.44905421669033e-35	0	0	164
"SAMPLE_SBS31_155_50"	4.1989697042256e-38	1.38566000239445e-34	0	0	164
"SAMPLE_SBS31_160_57"	4.31740253370052e-38	1.42474283612117e-34	0	0	164
"SAMPLE_SBS31_160_3"	4.78719690331754e-38	1.57977497809479e-34	0	0	164
"SAMPLE_SBS31_150_82"	8.9218916662391e-38	2.9442242498589e-34	0	0	164
"SAMPLE_SBS31_150_65"	9.91244658564311e-38	3.27110737326223e-34	0	0	164
"SAMPLE_SBS31_160_60"	1.36527702099205e-37	4.50541416927377e-34	0	0	164
"SAMPLE_SBS31_160_54"	2.07327309326956e-37	6.84180120778953e-34	2.20824688036539e-28	4.41649376073051e-28	164
"SAMPLE_SBS31_145_76"	2.49106800105203e-37	8.22052440347168e-34	0	0	164
"SAMPLE_SBS31_145_65"	3.24895112834349e-37	1.07215387235335e-33	0	0	164
"SAMPLE_SBS31_160_29"	4.38231086916173e-37	1.44616258682337e-33	0	0	164
"SAMPLE_SBS31_160_27"	4.9577597374311e-37	1.63606071335226e-33	0	2.74492453056511e-29	164
"SAMPLE_SBS31_145_49"	5.74510976572637e-37	1.8958862226897e-33	0	0	164
"SAMPLE_SBS31_150_73"	7.38066558431997e-37	2.43561964282559e-33	5.85514152098292e-31	1.93293202663349e-25	164
"SAMPLE_SBS31_145_36"	9.43905106233566e-37	3.11488685057077e-33	0	0	164
"SAMPLE_SBS31_155_18"	1.00819747399864e-36	3.32705166419551e-33	0	0	164
"SAMPLE_SBS31_160_51"	1.59093634118886e-36	5.25008992592325e-33	1.20584545813406e-32	8.37032560382098e-21	164
"SAMPLE_SBS31_135_53"	1.80665559503556e-36	5.96196346361734e-33	0	0	164
"SAMPLE_SBS31_160_47"	1.90000992015999e-36	6.27003273652796e-33	0	0	164
"SAMPLE_SBS31_145_91"	2.37109341759175e-36	7.82460827805278e-33	0	0	164
"SAMPLE_SBS31_155_90"	2.38963764637072e-36	7.88580423302336e-33	0	0	164
"SAMPLE_SBS31_160_73"	2.40242375215019e-36	7.92799838209562e-33	0	0	164
"SAMPLE_SBS31_160_15"	3.1523870269858e-36	1.04028771890531e-32	0	0	164
"SAMPLE_SBS31_150_76"	3.35988035938709e-36	1.10876051859774e-32	0	0	164
"SAMPLE_SBS31_160_12"	4.03901567818937e-36	1.33287517380249e-32	0	0	164
"SAMPLE_SBS31_150_77"	4.37795093983453e-36	1.44472381014539e-32	0	2.03874148970591e-29	164
"SAMPLE_SBS31_160_28"	4.79837280457955e-36	1.58346302551125e-32	0	0	164
"SAMPLE_SBS31_155_89"	5.39046451156243e-36	1.7788532888156e-32	0	0	164
"SAMPLE_SBS31_160_75"	5.41387381732747e-36	1.78657835971807e-32	0	0	164
"SAMPLE_SBS31_160_76"	5.42817919809939e-36	1.7912991353728e-32	0	0	164
"SAMPLE_SBS31_160_6"	6.55125773907586e-36	2.16191505389503e-32	0	0	164
