"pval"	"apval"	"SBS1"	"SBS18"	"SBS40"	"SBS31"
"SAMPLE181"	0.000260048952673354	0.260048952673354	12.4284766883055	53.5162542666834	73.2085352161541	37.846733828857
"SAMPLE879"	0.0130666552799186	1	14.5139112621394	58.9481751006901	82.5955921316924	20.9423215054781
"SAMPLE595"	0.029884136931911	1	13.4223404323794	45.1444406222951	100.404467871227	18.0287510740985
"SAMPLE720"	0.0305250403427525	1	12.1528017336744	59.8617087986248	85.766877420262	19.2186120474388
"SAMPLE295"	0.0366552857963835	1	10.2617517458939	67.1779256561297	79.6255443802019	19.9347782177745
"SAMPLE2"	0.0379365577822551	1	13.8533885006481	47.6701786938313	96.7413829226682	18.7350498828524
"SAMPLE760"	0.0390766768064315	1	11.39814182805	43.5427441547481	104.228273300672	17.8308407165299
"SAMPLE34"	0.050042849061964	1	12.1183745013748	69.1227204670998	95.7589050315255	0
"SAMPLE945"	0.0514038235491034	1	14.9969561871478	43.1878292629169	118.815214549935	0
"SAMPLE127"	0.0517618490118818	1	9.47241232745636	47.0460260289617	120.481561643582	0
"SAMPLE496"	0.0518027545394651	1	13.242922698343	48.8846424481951	114.872434853462	0
"SAMPLE419"	0.0529184569935362	1	14.2972596418815	49.1846974139696	113.518042944149	0
"SAMPLE210"	0.0554198665565891	1	10.5131729992784	48.1019202995932	118.384906701128	0
"SAMPLE276"	0.0556277880687738	1	9.59543101009478	51.8976036094081	115.506965380497	0
"SAMPLE121"	0.0699161398607935	1	14.7320510329565	41.6112524524754	120.656696514568	0
"SAMPLE854"	0.0699696194237083	1	15.9423729572461	47.2110344900081	113.846592552746	0
"SAMPLE582"	0.0702316381469356	1	12.9604597841812	44.1528215662109	119.886718649608	0
"SAMPLE431"	0.0759914313119699	1	14.4371477181168	44.2810201857301	118.281832096153	0
"SAMPLE566"	0.0840728970334025	1	11.1401889033115	68.6791348389931	97.1806762576955	0
"SAMPLE538"	0.0859830734339027	1	16.4852852192839	52.4163703188748	108.098344461841	0
"SAMPLE510"	0.0889212638647716	1	17.8301371842756	46.2619190758102	112.907943739914	0
"SAMPLE370"	0.0925738358237312	1	17.8571491644284	44.2157955575927	114.927055277979	0
"SAMPLE333"	0.0962155858592968	1	14.3324697336394	40.7727136312187	121.894816635142	0
"SAMPLE751"	0.101911940942526	1	9.71946006910983	74.09558806229	93.1849518686001	0
"SAMPLE962"	0.1033428216607	1	13.8580303614963	39.7850248005061	123.356944837998	0
"SAMPLE74"	0.105695480333375	1	14.1372232085792	46.5875941320836	116.275182659337	0
"SAMPLE494"	0.106576726565909	1	13.0052901684037	45.6685088415282	118.326200990068	0
"SAMPLE875"	0.107607103862305	1	13.7285402681597	73.1181627340173	90.1532969978231	0
"SAMPLE971"	0.107841190384857	1	15.4612630559815	43.9202214227809	117.618515521238	0
"SAMPLE305"	0.111922082073879	1	12.8847812501321	49.728048302266	114.387170447602	0
"SAMPLE5"	0.113474528338557	1	13.1163658016469	43.1709464281607	120.712687770192	0
"SAMPLE730"	0.115133820967894	1	19.907228041992	45.7757962918655	111.316975666142	0
"SAMPLE806"	0.123160622769146	1	13.6523356039858	52.2638409788934	111.083823417121	0
"SAMPLE958"	0.125436110930461	1	15.2328033792295	54.3587523837238	107.408444237047	0
"SAMPLE60"	0.130289397193303	1	21.356411173842	42.9220491837456	112.721539642412	0
"SAMPLE240"	0.131791612322224	1	13.2718296920194	45.8989161910372	117.829254116943	0
"SAMPLE801"	0.133951342033375	1	13.2292529634745	61.2054947847674	102.565252251758	0
"SAMPLE24"	0.134638766714251	1	11.8260925899157	53.283889867961	111.890017542123	0
"SAMPLE226"	0.141032203593741	1	17.1713698293195	70.4537937178033	89.3748364528773	0
"SAMPLE916"	0.150479255401169	1	14.8492454128455	43.8785284634958	118.272226123659	0
"SAMPLE47"	0.153569479708173	1	14.6634398327787	56.030830901383	106.305729265838	0
"SAMPLE508"	0.158039858584375	1	18.1955260985157	48.3900701575871	110.414403743897	0
"SAMPLE236"	0.168484891343428	1	11.0355171108989	55.5089079578613	110.45557493124	0
"SAMPLE661"	0.171666230435605	1	14.3968116293539	52.1549751943776	110.448213176269	0
"SAMPLE160"	0.174709481156086	1	16.0716858101964	23.4376871927503	137.490626997053	0
"SAMPLE909"	0.175968336130354	1	12.4240492980043	54.4838744988655	110.09207620313	0
"SAMPLE918"	0.179274723356112	1	15.6373745005771	50.0558619025323	111.306763596891	0
"SAMPLE456"	0.179887906833535	1	13.0265960055713	52.7329160910154	111.240487903413	0
"SAMPLE437"	0.181656627169543	1	16.8794251848019	45.342499110532	114.778075704666	0
"SAMPLE79"	0.18415841262823	1	14.665917248809	60.1888868916105	102.14519585958	0
"SAMPLE331"	0.185654207607202	1	16.6824515440012	59.1201411506814	101.197407305317	0
"SAMPLE77"	0.190488335631747	1	11.2182237158173	48.2276881153826	117.5540881688	0
"SAMPLE454"	0.19095044031871	1	14.7176942015917	57.5633656242852	104.718940174123	0
"SAMPLE468"	0.191585195586853	1	12.8640736909928	61.3830802435047	102.752846065503	0
"SAMPLE793"	0.192499453086756	1	11.1186082338991	29.143964395523	136.737427370578	0
"SAMPLE576"	0.192686008016278	1	11.1986181440784	47.9251381342637	117.876243721658	0
"SAMPLE290"	0.193289677874973	1	16.4475621259995	28.6174480918867	131.934989782114	0
"SAMPLE321"	0.19372473662373	1	16.1739081415128	32.7124513220067	128.113640536481	0
"SAMPLE216"	0.195144378869712	1	14.6384977325403	45.1337644642149	117.227737803245	0
"SAMPLE122"	0.196016279119582	1	17.3287164464893	46.4827134653693	113.188570088141	0
"SAMPLE656"	0.197845859556157	1	13.1752584760187	41.0859377268466	122.738803797135	0
"SAMPLE163"	0.200570078967512	1	14.0911969136659	61.5832797142248	101.325523372109	0
"SAMPLE525"	0.202781308919415	1	15.8215944693796	40.4892622339433	120.689143296677	0
"SAMPLE255"	0.204325815261305	1	15.0378866218501	48.1122652021373	113.849848176013	0
"SAMPLE974"	0.206075316600346	1	14.5331443505014	57.9330742469116	104.533781402587	0
"SAMPLE680"	0.20844312920352	1	14.1984817745175	57.9768871796829	104.8246310458	0
"SAMPLE840"	0.209710652363226	1	14.7111556261601	51.0374600613165	111.251384312523	0
"SAMPLE575"	0.210510604321744	1	14.4115183111693	37.257479085779	125.331002603052	0
"SAMPLE90"	0.214080737517308	1	15.4810385936757	44.246293011017	117.272668395307	0
"SAMPLE876"	0.216702242961326	1	11.8640516191168	39.569950495735	125.565997885148	0
"SAMPLE694"	0.217920333212656	1	14.3489590303516	47.0162477997553	115.634793169893	0
"SAMPLE800"	0.219329529457726	1	8.51653384982466	43.4483687306512	125.035097419524	0
"SAMPLE343"	0.220463508437865	1	14.369597368914	48.0429340373227	114.587468593763	0
"SAMPLE56"	0.226254982489929	1	21.2158559743261	40.9883519115509	114.795792114123	0
"SAMPLE765"	0.226973052151054	1	15.0599294734634	57.5413672923541	104.398703234183	0
"SAMPLE178"	0.228051388940203	1	18.0741485484891	50.8241304381287	108.101721013382	0
"SAMPLE856"	0.230041721491123	1	11.560590409357	54.03703789944	111.402371691203	0
"SAMPLE253"	0.231100045239016	1	12.9180587838911	67.5470074361051	96.5349337800038	0
"SAMPLE334"	0.234101837967683	1	15.8443586082638	48.9191110175237	112.236530374213	0
"SAMPLE391"	0.236869858712126	1	12.6070583773287	49.0984663017548	115.294475320916	0
"SAMPLE832"	0.23929976833465	1	11.4944327281001	39.5586508677637	125.946916404136	0
"SAMPLE264"	0.241845428609714	1	15.6720491812019	41.2394992132335	120.088451605565	0
"SAMPLE882"	0.243747533807612	1	12.1481199405543	45.1411339894532	119.710746069992	0
"SAMPLE558"	0.2446653205129	1	11.0306610714423	51.2852694825789	114.684069445979	0
"SAMPLE342"	0.246154311001279	1	12.6111553168299	48.6613607106201	115.72748397255	0
"SAMPLE859"	0.246809737267174	1	13.1053934458693	38.1358248163646	125.758781737766	0
"SAMPLE365"	0.247082131308652	1	15.9105699216168	43.9733300080951	117.116100070288	0
"SAMPLE469"	0.251913742839687	1	12.6605179203875	43.5121794148459	120.827302664767	0
"SAMPLE927"	0.252619296186029	1	15.4250851760748	47.4480912379367	114.126823585989	0
"SAMPLE564"	0.252641653620579	1	14.3430383391205	36.2067614426347	126.450200218245	0
"SAMPLE302"	0.253354857583574	1	10.5687345987762	52.4302645104933	114.00100089073	0
"SAMPLE581"	0.253873466168868	1	15.0337715943674	56.8981482558062	105.068080149826	0
"SAMPLE704"	0.254156250976293	1	9.12380979476337	46.9581705218811	120.918019683356	0
"SAMPLE829"	0.261513728922575	1	15.2375234576928	56.8516257244497	104.910850817857	0
"SAMPLE432"	0.264064931554218	1	11.4671416394514	44.2590314348733	121.273826925675	0
"SAMPLE137"	0.265280103427807	1	16.7137276639144	32.356691330547	127.929581005539	0
"SAMPLE211"	0.265641930725087	1	14.8410156438904	40.3350781066279	121.823906249482	0
"SAMPLE814"	0.266702681932048	1	13.5340403791244	42.4596712445846	121.006288376291	0
"SAMPLE533"	0.267422291359831	1	10.2718281270086	69.9487720257293	96.7793998472621	0
"SAMPLE992"	0.271517305574301	1	12.8830873033456	43.5197089551363	120.597203741518	0
"SAMPLE650"	0.272063581711204	1	11.8009870688549	55.2416922960979	109.957320635047	0
"SAMPLE810"	0.273456312358922	1	14.3610634268752	55.7864089374192	106.852527635706	0
"SAMPLE928"	0.274845830722036	1	13.6835969599201	47.2153702364548	116.101032803625	0
"SAMPLE988"	0.277872731318967	1	14.0940833898848	33.4090533403115	129.496863269804	0
"SAMPLE697"	0.281724013136903	1	12.3485188957036	57.7536344162257	106.897846688071	0
"SAMPLE890"	0.282205120845644	1	14.4719270544315	49.9884797660742	112.539593179494	0
"SAMPLE956"	0.282674278125171	1	14.3590944293194	52.1950815721728	110.445823998508	0
"SAMPLE836"	0.286416939320595	1	12.5471068241771	35.4899726735786	128.962920502244	0
"SAMPLE339"	0.295903342506641	1	15.833258955501	42.7776252796285	118.38911576487	0
"SAMPLE775"	0.297426753185778	1	14.0934556819505	52.9928299595652	109.913714358484	0
"SAMPLE792"	0.302678835428846	1	16.1369255780824	45.026585380531	115.836489041387	0
"SAMPLE588"	0.302906439918765	1	16.4840983501316	48.7195074442808	111.796394205588	0
"SAMPLE463"	0.303178154936899	1	15.8964555611176	44.3611422004185	116.742402238464	0
"SAMPLE413"	0.303979664659242	1	14.268996105989	45.3720928218066	117.358911072204	0
"SAMPLE241"	0.304527306020083	1	8.91615355130503	54.424268488528	113.659577960167	0
"SAMPLE948"	0.305251967671673	1	13.4533326836595	51.8292946219872	111.717372694353	0
"SAMPLE700"	0.306615521269376	1	13.3933104905309	36.7550325563075	126.851656953162	0
"SAMPLE238"	0.307204661728804	1	10.4099975598749	53.9951459615479	112.594856478577	0
"SAMPLE424"	0.308638437382025	1	13.0437856494202	45.7254160403088	118.230798310271	0
"SAMPLE612"	0.311069014076447	1	16.5951474728424	34.1356747711626	126.269177755995	0
"SAMPLE13"	0.313538416713879	1	15.8615210602848	37.8894450764079	123.249033863307	0
"SAMPLE204"	0.321284961640812	1	12.3199091895852	52.8466117868474	111.833479023567	0
"SAMPLE156"	0.322412189547713	1	12.9604374709893	59.8671857194004	104.17237680961	0
"SAMPLE646"	0.326970151827851	1	11.6373340732216	60.716933768099	104.645732158679	0
"SAMPLE613"	0.329225044034078	1	11.7421698279908	51.2211798568369	114.036650315172	0
"SAMPLE547"	0.331172203167937	1	14.7911569252853	48.0943362087801	114.114506865935	0
"SAMPLE231"	0.332352618929555	1	16.1039028712929	47.4840160939576	113.41208103475	0
"SAMPLE426"	0.334866945956914	1	9.56404722069477	50.9081401743778	116.527812604927	0
"SAMPLE58"	0.338181943297021	1	15.394332913546	79.4325818795012	82.1730852069528	0
"SAMPLE629"	0.341869945154192	1	16.7426093440393	49.0899359645475	111.167454691413	0
"SAMPLE168"	0.343056601151925	1	14.0397014701066	44.130602825271	118.829695704622	0
"SAMPLE65"	0.343735279350432	1	14.4980732412485	63.0090183216584	99.4929084370932	0
"SAMPLE461"	0.345578196536874	1	16.9854416355402	41.325608400516	118.688949963944	0
"SAMPLE209"	0.352786330034426	1	11.4160005483051	48.4612261864402	117.122773265255	0
"SAMPLE826"	0.359591622105794	1	14.3034123896594	44.6360472285394	118.060540381801	0
"SAMPLE774"	0.35983154150294	1	17.7465734916055	38.9243198558033	120.329106652591	0
"SAMPLE100"	0.360811295889917	1	15.4631881807361	56.7049317510414	104.831880068222	0
"SAMPLE619"	0.364548889941189	1	16.4242667784239	32.6385027286338	127.937230492942	0
"SAMPLE194"	0.368734474800633	1	13.3004706559835	43.3657705086525	120.333758835364	0
"SAMPLE129"	0.377814622213877	1	15.1621347287321	44.0411831463849	117.796682124883	0
"SAMPLE369"	0.378354222032863	1	14.2099346938078	62.719161540977	100.070903765215	0
"SAMPLE327"	0.388825371958482	1	14.6132522643895	32.0540554607736	130.332692274837	0
"SAMPLE455"	0.390158383282511	1	10.7418253083408	54.2533611620713	112.004813529588	0
