"pval"	"apval"	"SBS2"	"SBS40"	"SBS31"
"SAMPLE872"	0.0158511705749794	1	21.2374280997872	339.258505752305	37.5040661479077
"SAMPLE908"	0.0242718914069365	1	34.8559611139546	328.557632521322	34.5864063647233
"SAMPLE356"	0.0292672561498029	1	21.8573801262368	344.299040587621	31.843579286142
"SAMPLE512"	0.0376189427217089	1	18.564887273316	347.536340136861	31.8987725898228
"SAMPLE435"	0.0379377475703048	1	20.4657078496178	352.346164513907	25.188127636475
"SAMPLE664"	0.0472238367785698	1	28.0395418612715	337.203765801205	32.7566923375238
"SAMPLE492"	0.048497837398082	1	19.6841313012443	351.13001407735	27.1858546214059
"SAMPLE696"	0.0486633258631868	1	31.4112779662704	337.564534721803	29.0241873119265
"SAMPLE24"	0.0550793935554474	1	24.1673277546289	373.832672245371	0
"SAMPLE555"	0.0553509267905545	1	19.407489603565	378.592510396435	0
"SAMPLE884"	0.0580000543723839	1	19.3011276130034	378.698872386997	0
"SAMPLE542"	0.0630906897878794	1	28.5944527569596	369.40554724304	0
"SAMPLE672"	0.0643731802833192	1	23.9949524528385	374.005047547161	0
"SAMPLE324"	0.0695971428366974	1	29.336552578949	368.663447421051	0
"SAMPLE59"	0.0764086519168676	1	27.0487157314412	370.951284268559	0
"SAMPLE163"	0.0768725714385903	1	30.4668519239413	367.533148076059	0
"SAMPLE590"	0.0791707191040697	1	33.8249940171758	364.175005982824	0
"SAMPLE827"	0.0883276727248203	1	22.4290899481529	375.570910051847	0
"SAMPLE174"	0.0901633822999493	1	19.3153192764177	378.684680723582	0
"SAMPLE497"	0.0908659266661159	1	35.8255054582821	362.174494541718	0
"SAMPLE661"	0.0932891439431164	1	16.9532603214148	381.046739678585	0
"SAMPLE686"	0.0943884858917147	1	27.6796425100218	370.320357489978	0
"SAMPLE369"	0.0990685252167925	1	23.3163224262019	374.683677573798	0
"SAMPLE105"	0.101475885079238	1	35.9192674973287	362.080732502671	0
"SAMPLE553"	0.103217723415055	1	20.9784334715094	377.021566528491	0
"SAMPLE262"	0.104256274920053	1	21.24247384297	376.75752615703	0
"SAMPLE930"	0.105024188706304	1	23.9298912109681	374.070108789032	0
"SAMPLE231"	0.109789977755971	1	24.7995747101128	373.200425289887	0
"SAMPLE764"	0.110127999195285	1	31.6957726890453	366.304227310955	0
"SAMPLE84"	0.11294120351964	1	25.1393873369574	372.860612663043	0
"SAMPLE49"	0.115774401467043	1	25.7491560000292	372.250843999971	0
"SAMPLE946"	0.118107080478851	1	22.2718427982963	375.728157201704	0
"SAMPLE978"	0.120983148262446	1	25.6462279549503	372.35377204505	0
"SAMPLE390"	0.141793147641394	1	24.3523340477138	373.647665952286	0
"SAMPLE384"	0.145510534516369	1	30.3222227063563	367.677777293644	0
"SAMPLE911"	0.145917321393809	1	32.7737669105217	365.226233089478	0
"SAMPLE564"	0.146729805960847	1	36.7399283431029	361.260071656897	0
"SAMPLE422"	0.153209541513712	1	31.4610200433146	366.538979956685	0
"SAMPLE638"	0.155553649025991	1	23.4425085927417	374.557491407258	0
